id,func,property_text,property_kind,gt_harness_snippet,info_source,reasoning,category_label,notes
P114,aws_byte_cursor_from_array,cur.len == length,assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_byte_cursor_from_array_harness() {
    /* parameters */
    size_t length;
    uint8_t *array;

    /* assumption */
    ASSUME_VALID_MEMORY_COUNT(array, length);

    /* operation under verification */
    struct aws_byte_cursor cur = aws_byte_cursor_from_array(array, length);

    /* assertions */
    assert(aws_byte_cursor_is_valid(&cur));
    assert(cur.len == length);
    if (cur.ptr) {
        assert_bytes_match(cur.ptr, array, cur.len);
    }
}",,,,
P115,aws_byte_cursor_from_buf,cur.len == buf.len,assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_byte_cursor_from_buf_harness() {
    /* parameter */
    struct aws_byte_buf buf;

    /* assumptions */
    __CPROVER_assume(aws_byte_buf_is_bounded(&buf, MAX_BUFFER_SIZE));
    ensure_byte_buf_has_allocated_buffer_member(&buf);
    __CPROVER_assume(aws_byte_buf_is_valid(&buf));

    /* save current state of the parameters */
    struct aws_byte_buf old = buf;
    struct store_byte_from_buffer old_byte_from_buf;
    save_byte_from_array(buf.buffer, buf.len, &old_byte_from_buf);

    /* operation under verification */
    struct aws_byte_cursor cur = aws_byte_cursor_from_buf(&",,,,
P116,aws_byte_cursor_from_c_str,cur.len == strlen(c_str),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_byte_cursor_from_c_str_harness() {
    /* parameters */
    const char *c_str = ensure_c_str_is_allocated(MAX_BUFFER_SIZE);

    /* operation under verification */
    struct aws_byte_cursor cur = aws_byte_cursor_from_c_str(c_str);

    /* assertions */
    assert(aws_byte_cursor_is_valid(&cur));
    if (cur.ptr) { /* if ptr is NULL len shoud be 0, otherwise equal to c_str */
        assert(cur.len == strlen(c_str));
        assert_bytes_match(cur.ptr, (uint8_t *)c_str, cur.len);
    } else {
        assert(cur.len == 0);
    }
}",,,,
P117,aws_byte_cursor_from_c_str,cur.len == 0,assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_byte_cursor_from_c_str_harness() {
    /* parameters */
    const char *c_str = ensure_c_str_is_allocated(MAX_BUFFER_SIZE);

    /* operation under verification */
    struct aws_byte_cursor cur = aws_byte_cursor_from_c_str(c_str);

    /* assertions */
    assert(aws_byte_cursor_is_valid(&cur));
    if (cur.ptr) { /* if ptr is NULL len shoud be 0, otherwise equal to c_str */
        assert(cur.len == strlen(c_str));
        assert_bytes_match(cur.ptr, (uint8_t *)c_str, cur.len);
    } else {
        assert(cur.len == 0);
    }
}",,,,
P118,aws_byte_cursor_from_string,aws_string_is_valid(str),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>

void aws_byte_cursor_from_string_harness() {
    struct aws_string *str = nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    __CPROVER_assume(aws_string_is_valid(str));
    struct aws_byte_cursor cursor = aws_byte_cursor_from_string(str);
    assert(aws_string_is_valid(str));
    assert(aws_byte_cursor_is_valid(&cursor));
    assert(cursor.len == str->len);
    assert(cursor.ptr == str->bytes);
    assert_bytes_match(str->bytes, cursor.ptr, str->len);
}",,,,
P119,aws_byte_cursor_from_string,cursor.len == str.len,assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>

void aws_byte_cursor_from_string_harness() {
    struct aws_string *str = nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    __CPROVER_assume(aws_string_is_valid(str));
    struct aws_byte_cursor cursor = aws_byte_cursor_from_string(str);
    assert(aws_string_is_valid(str));
    assert(aws_byte_cursor_is_valid(&cursor));
    assert(cursor.len == str->len);
    assert(cursor.ptr == str->bytes);
    assert_bytes_match(str->bytes, cursor.ptr, str->len);
}",,,,
P120,aws_byte_cursor_from_string,cursor.ptr == str.bytes,assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>

void aws_byte_cursor_from_string_harness() {
    struct aws_string *str = nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    __CPROVER_assume(aws_string_is_valid(str));
    struct aws_byte_cursor cursor = aws_byte_cursor_from_string(str);
    assert(aws_string_is_valid(str));
    assert(aws_byte_cursor_is_valid(&cursor));
    assert(cursor.len == str->len);
    assert(cursor.ptr == str->bytes);
    assert_bytes_match(str->bytes, cursor.ptr, str->len);
}",,,,
P121,aws_linked_list_back,aws_linked_list_node_prev_is_valid(back),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_back_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Keep the old last node of the linked list */
    struct aws_linked_list_node *old_last = list.tail.prev;

    /* Assume the preconditions. The function requires that list != NULL */
    __CPROVER_assume(!aws_linked_list_empty(&list));

    /* perform operation under verification */
    struct aws_linked_list_node *back = aws_linked_list_back(&list);

    /* assertions */
    assert(aws_linked_list_is_val",,,,
P122,aws_linked_list_back,aws_linked_list_node_next_is_valid(back),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_back_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Keep the old last node of the linked list */
    struct aws_linked_list_node *old_last = list.tail.prev;

    /* Assume the preconditions. The function requires that list != NULL */
    __CPROVER_assume(!aws_linked_list_empty(&list));

    /* perform operation under verification */
    struct aws_linked_list_node *back = aws_linked_list_back(&list);

    /* assertions */
    assert(aws_linked_list_is_val",,,,
P123,aws_linked_list_back,back == old_last,assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_back_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Keep the old last node of the linked list */
    struct aws_linked_list_node *old_last = list.tail.prev;

    /* Assume the preconditions. The function requires that list != NULL */
    __CPROVER_assume(!aws_linked_list_empty(&list));

    /* perform operation under verification */
    struct aws_linked_list_node *back = aws_linked_list_back(&list);

    /* assertions */
    assert(aws_linked_list_is_val",,,,
P124,aws_linked_list_begin,rval == list.head.next,assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_begin_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Assume the preconditions */
    __CPROVER_assume(aws_linked_list_is_valid(&list));

    /* Note: list can never be a NULL pointer as is_valid checks for that */

    /* perform operation under verification */
    struct aws_linked_list_node *rval = aws_linked_list_begin(&list);

    /* assertions */
    assert(rval == list.head.next);
    assert(aws_linked_list_is_valid(&list));
}",,,,
P125,aws_linked_list_end,rval == &list.tail,assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_end_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Assume the preconditions */
    __CPROVER_assume(aws_linked_list_is_valid(&list));

    /* Note: list can never be a NULL pointer as is_valid checks for that */

    /* perform operation under verification */
    struct aws_linked_list_node const *rval = aws_linked_list_end(&list);

    /* assertions */
    assert(rval == &list.tail);
    assert(aws_linked_list_is_valid(&list));
}",,,,
P126,aws_linked_list_front,aws_linked_list_node_prev_is_valid(front),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_front_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Keep the old last node of the linked list */
    struct aws_linked_list_node *old_first = list.head.next;

    /* Assume the preconditions. The function requires that list != NULL */
    __CPROVER_assume(!aws_linked_list_empty(&list));

    /* perform operation under verification */
    struct aws_linked_list_node *front = aws_linked_list_front(&list);

    /* assertions */
    assert(aws_linked_list_is",,,,
P127,aws_linked_list_front,aws_linked_list_node_next_is_valid(front),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_front_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Keep the old last node of the linked list */
    struct aws_linked_list_node *old_first = list.head.next;

    /* Assume the preconditions. The function requires that list != NULL */
    __CPROVER_assume(!aws_linked_list_empty(&list));

    /* perform operation under verification */
    struct aws_linked_list_node *front = aws_linked_list_front(&list);

    /* assertions */
    assert(aws_linked_list_is",,,,
P128,aws_linked_list_front,front == old_first,assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_front_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Keep the old last node of the linked list */
    struct aws_linked_list_node *old_first = list.head.next;

    /* Assume the preconditions. The function requires that list != NULL */
    __CPROVER_assume(!aws_linked_list_empty(&list));

    /* perform operation under verification */
    struct aws_linked_list_node *front = aws_linked_list_front(&list);

    /* assertions */
    assert(aws_linked_list_is",,,,
P129,aws_linked_list_insert_after,aws_linked_list_node_next_is_valid(&_arg_),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_after_harness() {
    /* data structure */
    struct aws_linked_list_node after;
    struct aws_linked_list_node after_next;
    struct aws_linked_list_node to_add;

    after.next = &after_next;
    after_next.prev = &after;

    /* perform operation under verification */
    aws_linked_list_insert_after(&after, &to_add);

    /* assertions */
    assert(aws_linked_list_node_next_is_valid(&after));
    assert(aws_linked_list_node_prev_is_valid(&to_add));
    assert(aws_linked_list_node_next_is_valid(&to_add));
    assert(aws_linked_list_node_prev_is_val",,,,
P130,aws_linked_list_insert_after,aws_linked_list_node_prev_is_valid(&_arg_),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_after_harness() {
    /* data structure */
    struct aws_linked_list_node after;
    struct aws_linked_list_node after_next;
    struct aws_linked_list_node to_add;

    after.next = &after_next;
    after_next.prev = &after;

    /* perform operation under verification */
    aws_linked_list_insert_after(&after, &to_add);

    /* assertions */
    assert(aws_linked_list_node_next_is_valid(&after));
    assert(aws_linked_list_node_prev_is_valid(&to_add));
    assert(aws_linked_list_node_next_is_valid(&to_add));
    assert(aws_linked_list_node_prev_is_val",,,,
P131,aws_linked_list_insert_after,aws_linked_list_node_next_is_valid(&_arg_),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_after_harness() {
    /* data structure */
    struct aws_linked_list_node after;
    struct aws_linked_list_node after_next;
    struct aws_linked_list_node to_add;

    after.next = &after_next;
    after_next.prev = &after;

    /* perform operation under verification */
    aws_linked_list_insert_after(&after, &to_add);

    /* assertions */
    assert(aws_linked_list_node_next_is_valid(&after));
    assert(aws_linked_list_node_prev_is_valid(&to_add));
    assert(aws_linked_list_node_next_is_valid(&to_add));
    assert(aws_linked_list_node_prev_is_val",,,,
P132,aws_linked_list_insert_after,aws_linked_list_node_prev_is_valid(&_arg_),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_after_harness() {
    /* data structure */
    struct aws_linked_list_node after;
    struct aws_linked_list_node after_next;
    struct aws_linked_list_node to_add;

    after.next = &after_next;
    after_next.prev = &after;

    /* perform operation under verification */
    aws_linked_list_insert_after(&after, &to_add);

    /* assertions */
    assert(aws_linked_list_node_next_is_valid(&after));
    assert(aws_linked_list_node_prev_is_valid(&to_add));
    assert(aws_linked_list_node_next_is_valid(&to_add));
    assert(aws_linked_list_node_prev_is_val",,,,
P133,aws_linked_list_insert_after,after.next == &to_add,assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_after_harness() {
    /* data structure */
    struct aws_linked_list_node after;
    struct aws_linked_list_node after_next;
    struct aws_linked_list_node to_add;

    after.next = &after_next;
    after_next.prev = &after;

    /* perform operation under verification */
    aws_linked_list_insert_after(&after, &to_add);

    /* assertions */
    assert(aws_linked_list_node_next_is_valid(&after));
    assert(aws_linked_list_node_prev_is_valid(&to_add));
    assert(aws_linked_list_node_next_is_valid(&to_add));
    assert(aws_linked_list_node_prev_is_val",,,,
P134,aws_linked_list_insert_before,aws_linked_list_node_prev_is_valid(&_arg_),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_before_harness() {
    /* data structure */
    struct aws_linked_list_node before;
    struct aws_linked_list_node before_prev;
    struct aws_linked_list_node to_add;

    before.prev = &before_prev;
    before_prev.next = &before;

    /* perform operation under verification */
    aws_linked_list_insert_before(&before, &to_add);

    /* assertions */
    assert(aws_linked_list_node_prev_is_valid(&before));
    assert(aws_linked_list_node_prev_is_valid(&to_add));
    assert(aws_linked_list_node_next_is_valid(&to_add));
    assert(aws_linked_list_node_n",,,,
P135,aws_linked_list_insert_before,aws_linked_list_node_prev_is_valid(&_arg_),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_before_harness() {
    /* data structure */
    struct aws_linked_list_node before;
    struct aws_linked_list_node before_prev;
    struct aws_linked_list_node to_add;

    before.prev = &before_prev;
    before_prev.next = &before;

    /* perform operation under verification */
    aws_linked_list_insert_before(&before, &to_add);

    /* assertions */
    assert(aws_linked_list_node_prev_is_valid(&before));
    assert(aws_linked_list_node_prev_is_valid(&to_add));
    assert(aws_linked_list_node_next_is_valid(&to_add));
    assert(aws_linked_list_node_n",,,,
P136,aws_linked_list_insert_before,aws_linked_list_node_next_is_valid(&_arg_),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_before_harness() {
    /* data structure */
    struct aws_linked_list_node before;
    struct aws_linked_list_node before_prev;
    struct aws_linked_list_node to_add;

    before.prev = &before_prev;
    before_prev.next = &before;

    /* perform operation under verification */
    aws_linked_list_insert_before(&before, &to_add);

    /* assertions */
    assert(aws_linked_list_node_prev_is_valid(&before));
    assert(aws_linked_list_node_prev_is_valid(&to_add));
    assert(aws_linked_list_node_next_is_valid(&to_add));
    assert(aws_linked_list_node_n",,,,
P137,aws_linked_list_insert_before,aws_linked_list_node_next_is_valid(&_arg_),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_before_harness() {
    /* data structure */
    struct aws_linked_list_node before;
    struct aws_linked_list_node before_prev;
    struct aws_linked_list_node to_add;

    before.prev = &before_prev;
    before_prev.next = &before;

    /* perform operation under verification */
    aws_linked_list_insert_before(&before, &to_add);

    /* assertions */
    assert(aws_linked_list_node_prev_is_valid(&before));
    assert(aws_linked_list_node_prev_is_valid(&to_add));
    assert(aws_linked_list_node_next_is_valid(&to_add));
    assert(aws_linked_list_node_n",,,,
P138,aws_linked_list_insert_before,before_prev.next == &to_add,assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_before_harness() {
    /* data structure */
    struct aws_linked_list_node before;
    struct aws_linked_list_node before_prev;
    struct aws_linked_list_node to_add;

    before.prev = &before_prev;
    before_prev.next = &before;

    /* perform operation under verification */
    aws_linked_list_insert_before(&before, &to_add);

    /* assertions */
    assert(aws_linked_list_node_prev_is_valid(&before));
    assert(aws_linked_list_node_prev_is_valid(&to_add));
    assert(aws_linked_list_node_next_is_valid(&to_add));
    assert(aws_linked_list_node_n",,,,
P139,aws_linked_list_next,aws_linked_list_node_next_is_valid(&_arg_),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_next_harness() {
    /* data structure */
    struct aws_linked_list_node node;  // Preconditions require node to not be NULL
    struct aws_linked_list_node after; // Preconditions require after to not be NULL

    /* Assume the preconditions */
    node.next = &after;
    after.prev = &node;

    /* perform operation under verification */
    struct aws_linked_list_node *rval = aws_linked_list_next(&node);

    /* assertions */
    assert(aws_linked_list_node_next_is_valid(&node));
    assert(aws_linked_list_node_prev_is_valid(rval));
    assert(rval == &after",,,,
P140,aws_linked_list_next,aws_linked_list_node_prev_is_valid(rval),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_next_harness() {
    /* data structure */
    struct aws_linked_list_node node;  // Preconditions require node to not be NULL
    struct aws_linked_list_node after; // Preconditions require after to not be NULL

    /* Assume the preconditions */
    node.next = &after;
    after.prev = &node;

    /* perform operation under verification */
    struct aws_linked_list_node *rval = aws_linked_list_next(&node);

    /* assertions */
    assert(aws_linked_list_node_next_is_valid(&node));
    assert(aws_linked_list_node_prev_is_valid(rval));
    assert(rval == &after",,,,
P141,aws_linked_list_next,rval == &after,assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_next_harness() {
    /* data structure */
    struct aws_linked_list_node node;  // Preconditions require node to not be NULL
    struct aws_linked_list_node after; // Preconditions require after to not be NULL

    /* Assume the preconditions */
    node.next = &after;
    after.prev = &node;

    /* perform operation under verification */
    struct aws_linked_list_node *rval = aws_linked_list_next(&node);

    /* assertions */
    assert(aws_linked_list_node_next_is_valid(&node));
    assert(aws_linked_list_node_prev_is_valid(rval));
    assert(rval == &after",,,,
P142,aws_linked_list_prev,aws_linked_list_node_prev_is_valid(&_arg_),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_prev_harness() {
    /* data structure */
    struct aws_linked_list_node node;   // Preconditions require node to not be NULL
    struct aws_linked_list_node before; // Preconditions require before to not be NULL

    /* Assume the preconditions */
    node.prev = &before;
    before.next = &node;

    /* perform operation under verification */
    struct aws_linked_list_node *rval = aws_linked_list_prev(&node);

    /* assertions */
    assert(aws_linked_list_node_prev_is_valid(&node));
    assert(aws_linked_list_node_next_is_valid(rval));
    assert(rval == &",,,,
P143,aws_linked_list_prev,aws_linked_list_node_next_is_valid(rval),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_prev_harness() {
    /* data structure */
    struct aws_linked_list_node node;   // Preconditions require node to not be NULL
    struct aws_linked_list_node before; // Preconditions require before to not be NULL

    /* Assume the preconditions */
    node.prev = &before;
    before.next = &node;

    /* perform operation under verification */
    struct aws_linked_list_node *rval = aws_linked_list_prev(&node);

    /* assertions */
    assert(aws_linked_list_node_prev_is_valid(&node));
    assert(aws_linked_list_node_next_is_valid(rval));
    assert(rval == &",,,,
P144,aws_linked_list_prev,rval == &before,assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_prev_harness() {
    /* data structure */
    struct aws_linked_list_node node;   // Preconditions require node to not be NULL
    struct aws_linked_list_node before; // Preconditions require before to not be NULL

    /* Assume the preconditions */
    node.prev = &before;
    before.next = &node;

    /* perform operation under verification */
    struct aws_linked_list_node *rval = aws_linked_list_prev(&node);

    /* assertions */
    assert(aws_linked_list_node_prev_is_valid(&node));
    assert(aws_linked_list_node_next_is_valid(rval));
    assert(rval == &",,,,
P145,aws_linked_list_rbegin,rval == list.tail.prev,assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_rbegin_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Assume the preconditions */
    __CPROVER_assume(aws_linked_list_is_valid(&list));

    /* Note: list can never be a NULL pointer as is_valid checks for that */

    /* perform operation under verification */
    struct aws_linked_list_node *rval = aws_linked_list_rbegin(&list);

    /* assertions */
    assert(rval == list.tail.prev);
    assert(aws_linked_list_is_valid(&list));
}",,,,
P146,aws_linked_list_rend,rval == &list.head,assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_rend_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Assume the preconditions */
    __CPROVER_assume(aws_linked_list_is_valid(&list));

    /* Note: list can never be a NULL pointer as is_valid checks for that */

    /* perform operation under verification */
    struct aws_linked_list_node const *rval = aws_linked_list_rend(&list);

    /* assertions */
    assert(rval == &list.head);
    assert(aws_linked_list_is_valid(&list));
}",,,,
P147,aws_linked_list_remove,aws_linked_list_node_next_is_valid(&_arg_),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_remove_harness() {
    /* data structure */
    struct aws_linked_list_node prev;
    struct aws_linked_list_node next;
    struct aws_linked_list_node node;

    /* Assume the preconditions */
    prev.next = &node;
    node.prev = &prev;
    next.prev = &node;
    node.next = &next;

    /* Note: The function has a precondition that node != NULL */

    /* perform operation under verification */
    aws_linked_list_remove(&node);

    /* assertions */
    assert(aws_linked_list_node_next_is_valid(&prev));
    assert(aws_linked_list_node_prev_is_valid(&next));
",,,,
P148,aws_linked_list_remove,aws_linked_list_node_prev_is_valid(&_arg_),assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_remove_harness() {
    /* data structure */
    struct aws_linked_list_node prev;
    struct aws_linked_list_node next;
    struct aws_linked_list_node node;

    /* Assume the preconditions */
    prev.next = &node;
    node.prev = &prev;
    next.prev = &node;
    node.next = &next;

    /* Note: The function has a precondition that node != NULL */

    /* perform operation under verification */
    aws_linked_list_remove(&node);

    /* assertions */
    assert(aws_linked_list_node_next_is_valid(&prev));
    assert(aws_linked_list_node_prev_is_valid(&next));
",,,,
P149,aws_linked_list_remove,prev.next == &next,assertion,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_remove_harness() {
    /* data structure */
    struct aws_linked_list_node prev;
    struct aws_linked_list_node next;
    struct aws_linked_list_node node;

    /* Assume the preconditions */
    prev.next = &node;
    node.prev = &prev;
    next.prev = &node;
    node.next = &next;

    /* Note: The function has a precondition that node != NULL */

    /* perform operation under verification */
    aws_linked_list_remove(&node);

    /* assertions */
    assert(aws_linked_list_node_next_is_valid(&prev));
    assert(aws_linked_list_node_prev_is_valid(&next));
",,,,
